Question	Answer
Nikt nigdy o mnie nie myśli	Myślę, że jesteś świetny. Bez żartów.
jestem zmęczony byciem samotnym	Myślę, że jesteś świetny. Bez żartów.
Moje życie jest samotne	Myślę, że jesteś świetny. Bez żartów.
Byłem opuszczony	Myślę, że jesteś świetny. Bez żartów.
Zostałem porzucony	Myślę, że jesteś świetny. Bez żartów.
To okrutny świat i jestem samotny	Myślę, że jesteś świetny. Bez żartów.
Jestem całkowicie odizolowany	Myślę, że jesteś świetny. Bez żartów.
Nikt nie chce się ze mną spotykać	Myślę, że jesteś świetny. Bez żartów.
Nikt mnie nie obchodzi	Myślę, że jesteś świetny. Bez żartów.
Uwielbiam koreańskie jedzenie	Więc masz to dla siebie.
Kocham hip hop	Więc masz to dla siebie.
kocham historię	Więc masz to dla siebie.
kocham horrory	Więc masz to dla siebie.
Kocham polowanie	Więc masz to dla siebie.
kocham lody	Więc masz to dla siebie.
Uwielbiam Dzień Niepodległości	Więc masz to dla siebie.
kocham Londyn	Więc masz to dla siebie.
Uwielbiam dziennikarstwo	Więc masz to dla siebie.
Kocham Chanukę	Więc masz to dla siebie.
Uwielbiam Kwanza	Więc masz to dla siebie.
Kocham LA	Więc masz to dla siebie.
Uwielbiam panieńskie wieczory	Więc masz to dla siebie.
kocham lampę	Więc masz to dla siebie.
Uwielbiam się uczyć	Więc masz to dla siebie.
Kocham życie	Więc masz to dla siebie.
Uwielbiam wyzwania	Więc masz to dla siebie.
Uwielbiam japońskie jedzenie	Więc masz to dla siebie.
Uwielbiam walentynki	Więc masz to dla siebie.
Uwielbiam lisy	Więc masz to dla siebie.
Kocham wolność słowa	Więc masz to dla siebie.
Kocham frytki	Więc masz to dla siebie.
Uwielbiam świeży chleb	Więc masz to dla siebie.
Uwielbiam świeże kwiaty	Więc masz to dla siebie.
Uwielbiam świeże owoce	Więc masz to dla siebie.
Kocham piątki	Więc masz to dla siebie.
Kocham piesze wycieczki	Więc masz to dla siebie.
Uwielbiam otrzymywać komplementy	Więc masz to dla siebie.
Kocham Hawaje	Więc masz to dla siebie.
Uwielbiam okulary	Więc masz to dla siebie.
Uwielbiam chodzić do kościoła	Więc masz to dla siebie.
Uwielbiam chodzić do kina	Więc masz to dla siebie.
Kocham golfa	Więc masz to dla siebie.
Uwielbiam plotki	Więc masz to dla siebie.
Uwielbiam Halloween	Więc masz to dla siebie.
Uwielbiam masaże	Więc masz to dla siebie.
Uwielbiam ogrodnictwo	Więc masz to dla siebie.
Kocham mojego zwierzaka	Więc masz to dla siebie.
Kocham moje miasto	Więc masz to dla siebie.
kocham mój dom	Więc masz to dla siebie.
Uwielbiam moje rośliny domowe	Więc masz to dla siebie.
kocham moją pracę	Więc masz to dla siebie.
kocham moje dzieci	Więc masz to dla siebie.
Kocham mojego laptopa	Więc masz to dla siebie.
Uwielbiam homary	Więc masz to dla siebie.
Uwielbiam moje nowe buty	Więc masz to dla siebie.
Kocham mojego dziadka	Więc masz to dla siebie.
Kocham mój telefon	Więc masz to dla siebie.
Uwielbiam moją kolekcję płyt	Więc masz to dla siebie.
Uwielbiam moją szkołę	Więc masz to dla siebie.
Uwielbiam moje tatuaże	Więc masz to dla siebie.
Uwielbiam tajemnice	Więc masz to dla siebie.
Uwielbiam kryminały	Więc masz to dla siebie.
kocham Nowy Jork	Więc masz to dla siebie.
Kocham mój nowy samochód	Więc masz to dla siebie.
kocham muzykę	Więc masz to dla siebie.
Uwielbiam Maui	Więc masz to dla siebie.
Uwielbiam medytację	Więc masz to dla siebie.
kocham meksykańskie jedzenie	Więc masz to dla siebie.
kocham Meksyk	Więc masz to dla siebie.
Kocham Mediolan	Więc masz to dla siebie.
Uwielbiam koktajle mleczne	Więc masz to dla siebie.
Uwielbiam poniedziałki	Więc masz to dla siebie.
Uwielbiam swoją fryzurę	Więc masz to dla siebie.
Uwielbiam monki	Więc masz to dla siebie.
kocham moją babcię	Więc masz to dla siebie.
Kocham moją Alma Mater	Więc masz to dla siebie.
Kocham mój samochód	Więc masz to dla siebie.
Kocham mojego kota	Więc masz to dla siebie.
kocham mojego psa	Więc masz to dla siebie.
kocham moją rodzinę	Więc masz to dla siebie.
kocham moją dziewczynę	Więc masz to dla siebie.
Uwielbiam łowić ryby	Więc masz to dla siebie.
Kocham pieniądze	Więc masz to dla siebie.
Uwielbiam koty	Więc masz to dla siebie.
Kocham żubra	Więc masz to dla siebie.
Uwielbiam gry planszowe	Więc masz to dla siebie.
Uwielbiam kręgle	Więc masz to dla siebie.
Uwielbiam śniadanie w łóżku	Więc masz to dla siebie.
Uwielbiam brunch	Więc masz to dla siebie.
Uwielbiam hamburgery	Więc masz to dla siebie.
kocham piłkę nożną	Więc masz to dla siebie.
Kocham Kanadę	Więc masz to dla siebie.
Uwielbiam być smutna	Więc masz to dla siebie.
Uwielbiam płatki	Więc masz to dla siebie.
Uwielbiam rozmawiać	Więc masz to dla siebie.
Uwielbiam ser	Więc masz to dla siebie.
Uwielbiam cheeseburgery	Więc masz to dla siebie.
Uwielbiam filmy z laskami	Więc masz to dla siebie.
Kocham kurczaka	Więc masz to dla siebie.
kocham chińskie jedzenie	Więc masz to dla siebie.
Uwielbiam biwakować	Więc masz to dla siebie.
Uwielbiam pieczenie	Więc masz to dla siebie.
Uwielbiam dobrą książkę	Więc masz to dla siebie.
Uwielbiam dobrą rozmowę	Więc masz to dla siebie.
Uwielbiam ożywioną debatę	Więc masz to dla siebie.
Uwielbiam książki przygodowe	Więc masz to dla siebie.
Uwielbiam alkohol	Więc masz to dla siebie.
kocham Ameryke	Więc masz to dla siebie.
Uwielbiam parki rozrywki	Więc masz to dla siebie.
Kocham ptaki	Więc masz to dla siebie.
kocham bekon	Więc masz to dla siebie.
Uwielbiam jeździć na rowerze	Więc masz to dla siebie.
Kocham taniec towarzyski	Więc masz to dla siebie.
kocham Barcelone	Więc masz to dla siebie.
Uwielbiam misie	Więc masz to dla siebie.
Uwielbiam być szczęśliwy	Więc masz to dla siebie.
Uwielbiam być zakochanym	Więc masz to dla siebie.
Uwielbiam się inspirować	Więc masz to dla siebie.
Kocham kościół	Więc masz to dla siebie.
Uwielbiam tosty z awokado	Więc masz to dla siebie.
kocham jeść	Więc masz to dla siebie.
Uwielbiam czekoladę	Więc masz to dla siebie.
Uwielbiam pączki	Więc masz to dla siebie.
kocham rysować	Więc masz to dla siebie.
Uwielbiam śnić	Więc masz to dla siebie.
Uwielbiam pić	Więc masz to dla siebie.
Uwielbiam prowadzić mój samochód	Więc masz to dla siebie.
Kocham kaczki	Więc masz to dla siebie.
kocham psy	Więc masz to dla siebie.
Kocham Wielkanoc	Więc masz to dla siebie.
Kocham jelenie	Więc masz to dla siebie.
Kocham EDM	Więc masz to dla siebie.
Uwielbiam emu	Więc masz to dla siebie.
Uwielbiam maski na twarz	Więc masz to dla siebie.
Uwielbiam książki fantasy	Więc masz to dla siebie.
Uwielbiam czuć się szczęśliwy	Więc masz to dla siebie.
Kocham smutek	Więc masz to dla siebie.
Uwielbiam NYC	Więc masz to dla siebie.
Uwielbiam orły	Więc masz to dla siebie.
Uwielbiam kuguary	Więc masz to dla siebie.
Uwielbiam flirtować	Więc masz to dla siebie.
Uwielbiam klasykę	Więc masz to dla siebie.
Uwielbiam clubbing	Więc masz to dla siebie.
kocham kawę	Więc masz to dla siebie.
Uwielbiam zbierać rzeczy	Więc masz to dla siebie.
Uwielbiam kolorowanki	Więc masz to dla siebie.
Uwielbiam komedie	Więc masz to dla siebie.
Kocham delfiny	Więc masz to dla siebie.
kocham gotowanie	Więc masz to dla siebie.
kocham święta	Więc masz to dla siebie.
Kocham kraj	Więc masz to dla siebie.
Kocham muzykę country	Więc masz to dla siebie.
Kocham krowy	Więc masz to dla siebie.
Uwielbiam crossfit	Więc masz to dla siebie.
Uwielbiam krzyżówki	Więc masz to dla siebie.
Uwielbiam przytulanie	Więc masz to dla siebie.
kocham tańczyć	Więc masz to dla siebie.
Uwielbiam comic con	Więc masz to dla siebie.
kocham się uczyć	Więc masz to dla siebie.
Uwielbiam chodzić na zakupy	Więc masz to dla siebie.
Uwielbiam chodzić na koncerty	Więc masz to dla siebie.
Uwielbiam chodzić do szkoły	Więc masz to dla siebie.
Uwielbiam chodzić na siłownię	Więc masz to dla siebie.
Uwielbiam chodzić do teatru	Więc masz to dla siebie.
Uwielbiam chodzić do pracy	Więc masz to dla siebie.
Uwielbiam czwartki	Więc masz to dla siebie.
Kocham się śmiać	Więc masz to dla siebie.
Uwielbiam jeść hamburgery	Więc masz to dla siebie.
Uwielbiam uczyć się nowych rzeczy	Więc masz to dla siebie.
Uwielbiam tworzyć sztukę	Więc masz to dla siebie.
Uwielbiam medytować	Więc masz to dla siebie.
Uwielbiam malować	Więc masz to dla siebie.
Uwielbiam się bawić	Więc masz to dla siebie.
Uwielbiam grać w karty	Więc masz to dla siebie.
Uwielbiam grać w gry	Więc masz to dla siebie.
Uwielbiam wędrować	Więc masz to dla siebie.
Uwielbiam marzyć	Więc masz to dla siebie.
Kocham Nową Zelandię	Więc masz to dla siebie.
Uwielbiam być zaskoczony	Więc masz to dla siebie.
Uwielbiam kolekcjonować komiksy	Więc masz to dla siebie.
lubię gotować	Więc masz to dla siebie.
Uwielbiam się przytulać	Więc masz to dla siebie.
Kocham tańczyć	Więc masz to dla siebie.
Uwielbiam robić pranie	Więc masz to dla siebie.
Uwielbiam składać ubrania	Więc masz to dla siebie.
kocham rysować	Więc masz to dla siebie.
Uwielbiam ćwiczyć	Więc masz to dla siebie.
Uwielbiam pić	Więc masz to dla siebie.
Uwielbiam pić piwo	Więc masz to dla siebie.
Uwielbiam pić herbatę	Więc masz to dla siebie.
Uwielbiam pić wino	Więc masz to dla siebie.
kocham jeść	Więc masz to dla siebie.
Uwielbiam jeść śniadanie	Więc masz to dla siebie.
Uwielbiam grać w bilard	Więc masz to dla siebie.
Uwielbiam uprawiać jogę	Więc masz to dla siebie.
Uwielbiam oglądać piłkę nożną	Więc masz to dla siebie.
Uwielbiam grać na pianinie	Więc masz to dla siebie.
Kocham drzewa	Więc masz to dla siebie.
Uwielbiam ciekawostki	Więc masz to dla siebie.
Uwielbiam wtorki	Więc masz to dla siebie.
Kocham Vegas	Więc masz to dla siebie.
Kocham gry wideo	Więc masz to dla siebie.
Uwielbiam chodzić	Więc masz to dla siebie.
Uwielbiam pomidory	Więc masz to dla siebie.
Uwielbiam oglądać piłkę nożną	Więc masz to dla siebie.
Uwielbiam Tokio	Więc masz to dla siebie.
kocham oglądać telewizję	Więc masz to dla siebie.
kocham wodę	Więc masz to dla siebie.
Kocham środy	Więc masz to dla siebie.
kocham marihuanę	Więc masz to dla siebie.
kocham Wino	Więc masz to dla siebie.
Uwielbiam obróbkę drewna	Więc masz to dla siebie.
Uwielbiam pracować na zewnątrz	Więc masz to dla siebie.
Uwielbiam oglądać baseball	Więc masz to dla siebie.
Uwielbiam siedzieć do późna	Więc masz to dla siebie.
Uwielbiam tę piosenkę	Więc masz to dla siebie.
Uwielbiam uprawiać sport	Więc masz to dla siebie.
Uwielbiam grać w gry wideo	Więc masz to dla siebie.
Uwielbiam czytać wiadomości	Więc masz to dla siebie.
Uwielbiam jeździć na rowerze	Więc masz to dla siebie.
kocham śpiewać	Więc masz to dla siebie.
Uwielbiam spać	Więc masz to dla siebie.
Kocham podróżować	Więc masz to dla siebie.
Uwielbiam palić	Więc masz to dla siebie.
Uwielbiam grać w pokera	Więc masz to dla siebie.
Uwielbiam sprzątać	Więc masz to dla siebie.
Kocham podróżować	Więc masz to dla siebie.
Uwielbiam próbować nowych restauracji	Więc masz to dla siebie.
Uwielbiam próbować nowych rzeczy	Więc masz to dla siebie.
Uwielbiam wcześnie wstawać	Więc masz to dla siebie.
Uwielbiam spacerować po parku	Więc masz to dla siebie.
Uwielbiam ćwiczyć	Więc masz to dla siebie.
Uwielbiam spać	Więc masz to dla siebie.
Uwielbiam biegać	Więc masz to dla siebie.
Uwielbiam łamigłówki	Więc masz to dla siebie.
Kocham deszczowe dni	Więc masz to dla siebie.
kocham rap	Więc masz to dla siebie.
kocham czytać	Więc masz to dla siebie.
Uwielbiam pierścionki	Więc masz to dla siebie.
Kocham wspinaczkę skałkową	Więc masz to dla siebie.
Uwielbiam grillować	Więc masz to dla siebie.
Uwielbiam komedie romantyczne	Więc masz to dla siebie.
Uwielbiam pop	Więc masz to dla siebie.
Kocham żeglarstwo	Więc masz to dla siebie.
Uwielbiam San Diego	Więc masz to dla siebie.
Uwielbiam soboty	Więc masz to dla siebie.
Uwielbiam science fiction	Więc masz to dla siebie.
Uwielbiam rzeźbić	Więc masz to dla siebie.
Uwielbiam Seattle	Więc masz to dla siebie.
Uwielbiam szyć	Więc masz to dla siebie.
Uwielbiam romanse	Więc masz to dla siebie.
kocham grać w piłkę nożną	Więc masz to dla siebie.
jestem zakochany	Więc masz to dla siebie.
Uwielbiam origami	Więc masz to dla siebie.
kocham malować	Więc masz to dla siebie.
kocham Paryż	Więc masz to dla siebie.
Uwielbiam masło orzechowe	Więc masz to dla siebie.
Uwielbiam pingwiny	Więc masz to dla siebie.
Uwielbiam ananasa	Więc masz to dla siebie.
Uwielbiam ciasto dyniowe	Więc masz to dla siebie.
Uwielbiam grać w baseball	Więc masz to dla siebie.
Uwielbiam trawkę	Więc masz to dla siebie.
Uwielbiam grać w piłkę nożną	Więc masz to dla siebie.
Uwielbiam grać w gry wideo	Więc masz to dla siebie.
Uwielbiam podcasty	Więc masz to dla siebie.
Kocham poezję	Więc masz to dla siebie.
Kocham politykę	Więc masz to dla siebie.
Kocham kucyki	Więc masz to dla siebie.
Uwielbiam spać	Więc masz to dla siebie.
kocham pizzę	Więc masz to dla siebie.
Uwielbiam zapach świeżego pieczywa	Więc masz to dla siebie.
kocham zakupy	Więc masz to dla siebie.
Uwielbiam czwarty lipca	Więc masz to dla siebie.
Kocham przyszłość	Więc masz to dla siebie.
Uwielbiam Wielki Kanion	Więc masz to dla siebie.
Uwielbiam wakacje	Więc masz to dla siebie.
Uwielbiam święta	Więc masz to dla siebie.
Uwielbiam bibliotekę	Więc masz to dla siebie.
Uwielbiam konstytucję	Więc masz to dla siebie.
Kocham przeszłość	Więc masz to dla siebie.
Uwielbiam tę piosenkę	Więc masz to dla siebie.
Uwielbiam zapach deszczu	Więc masz to dla siebie.
Uwielbiam wiosnę	Więc masz to dla siebie.
Kocham gwiazdy	Więc masz to dla siebie.
Kocham lato	Więc masz to dla siebie.
kocham słońce	Więc masz to dla siebie.
Kocham zimę	Więc masz to dla siebie.
Uwielbiam zoo	Więc masz to dla siebie.
Kocham księżyc	Więc masz to dla siebie.
kocham Taco	Więc masz to dla siebie.
Uwielbiam NOLA	Więc masz to dla siebie.
Uwielbiam palić	Więc masz to dla siebie.
Uwielbiam smooth jazz	Więc masz to dla siebie.
kocham truskawki	Więc masz to dla siebie.
Uwielbiam pluszaki	Więc masz to dla siebie.
Uwielbiam niedziele	Więc masz to dla siebie.
Uwielbiam słoneczne dni	Więc masz to dla siebie.
Uwielbiam jesień	Więc masz to dla siebie.
Uwielbiam pływać	Więc masz to dla siebie.
kocham jeździć na nartach	Więc masz to dla siebie.
Uwielbiam kąpiele	Więc masz to dla siebie.
Uwielbiam talk show	Więc masz to dla siebie.
Uwielbiam teriyaki	Więc masz to dla siebie.
Uwielbiam tajskie jedzenie	Więc masz to dla siebie.
Kocham Święto Dziękczynienia	Więc masz to dla siebie.
Uwielbiam ten film	Więc masz to dla siebie.
Uwielbiam ten program	Więc masz to dla siebie.
Uwielbiam sushi	Więc masz to dla siebie.
Chciałabym przestać czuć się nieszczęśliwa	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się przygnębiona	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się przygnębiona	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się ponuro	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się ponuro	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałbym móc przestać czuć się niepocieszony	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się melancholią	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Rozpaczam	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać być smutna	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałbym móc przestać odczuwać rozpacz	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
jestem niebieski	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Jestem dziś niebieski	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Mam złamane serce	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Mam dziś złamane serce	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Jestem przygnębiony	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Najgorsze jest bycie smutnym	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się nieszczęśliwa	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Nienawidzę depresji	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Czuję się nieszczęśliwy	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Czuję się dziś nieszczęśliwy	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Czuję się całkiem zbity z tropu	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
czuję się smutny	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Jest mi dzisiaj smutno	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Czuję się nieszczęśliwy	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałbym móc przestać czuć się przygnębiony	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Mam depresję	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Chciałabym przestać czuć się przygnębiona	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Nienawidzę przygnębienia	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Nienawidzę ciągłego smutku	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
Nienawidzę smutku każdego dnia	Przykro mi to słyszeć. Oto wirtualne przybicie piątki, jeśli to pomoże.
